2023-06-02 15:11:43,837 INFO    StreamThr :14923 [internal.py:wandb_internal():86] W&B internal server running at pid: 14923, started at: 2023-06-02 15:11:43.836530
2023-06-02 15:11:44,641 DEBUG   HandlerThread:14923 [system_info.py:_probe_git():180] Probing git
2023-06-02 15:11:44,685 DEBUG   HandlerThread:14923 [system_info.py:_probe_git():188] Probing git done
2023-06-02 15:11:44,685 DEBUG   HandlerThread:14923 [system_info.py:probe():240] Probing system done
2023-06-02 15:11:44,685 DEBUG   HandlerThread:14923 [system_monitor.py:probe():210] {'os': 'macOS-13.4-arm64-arm-64bit', 'python': '3.9.6', 'heartbeatAt': '2023-06-02T14:11:44.632689', 'startedAt': '2023-06-02T14:11:43.809178', 'docker': None, 'cuda': None, 'args': ('--wandb_project', 'mlops-zoomcamp-wandb', '--wandb_entity', 'ioannis-mesionis', '--data_artifact', 'ioannis-mesionis/mlops-zoomcamp-wandb/NYC-Taxi:v0'), 'state': 'running', 'program': '/Users/atawua/Desktop/Data Science/GitHub/mlops-zoomcamp/cohorts/2023/02-experiment-tracking/homework-wandb/sweep.py', 'codePath': 'cohorts/2023/02-experiment-tracking/homework-wandb/sweep.py', 'git': {'remote': 'https://github.com/ioannismesionis/mlops-zoomcamp.git', 'commit': '0bb528c625578271d5356611c3e93543d3265586'}, 'email': None, 'root': '/Users/atawua/Desktop/Data Science/GitHub/mlops-zoomcamp', 'host': 'Atawuas-MacBook-Pro.local', 'username': 'atawua', 'executable': '/Users/atawua/Desktop/Data Science/GitHub/mlops-zoomcamp/venv/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'total': 460.4317207336426, 'used': 8.439708709716797}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2023-06-02 15:11:44,686 INFO    HandlerThread:14923 [system_monitor.py:probe():211] Finished collecting system info
2023-06-02 15:11:44,686 INFO    HandlerThread:14923 [system_monitor.py:probe():214] Publishing system info
2023-06-02 15:11:44,686 DEBUG   HandlerThread:14923 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-06-02 15:11:44,686 DEBUG   HandlerThread:14923 [system_info.py:_save_pip():67] Saving pip packages done
2023-06-02 15:11:44,686 INFO    HandlerThread:14923 [system_monitor.py:probe():216] Finished publishing system info
2023-06-02 15:11:44,694 DEBUG   SenderThread:14923 [sender.py:send():375] send: files
2023-06-02 15:11:44,694 INFO    SenderThread:14923 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-06-02 15:11:44,701 DEBUG   HandlerThread:14923 [handler.py:handle_request():144] handle_request: stop_status
2023-06-02 15:11:44,701 DEBUG   SenderThread:14923 [sender.py:send():375] send: telemetry
2023-06-02 15:11:44,701 DEBUG   SenderThread:14923 [sender.py:send_request():402] send_request: stop_status
2023-06-02 15:11:45,288 INFO    wandb-upload_0:14923 [upload_job.py:push():137] Uploaded file /var/folders/99/xpbppx9j7y967c1hklq4nwg80000gn/T/tmpigd5pc7lwandb/uoc40a6a-wandb-metadata.json
2023-06-02 15:11:45,415 INFO    Thread-12 :14923 [dir_watcher.py:_on_file_created():278] file/dir created: /Users/atawua/Desktop/Data Science/GitHub/mlops-zoomcamp/cohorts/2023/02-experiment-tracking/homework-wandb/wandb/run-20230602_151143-lpty62ok/files/wandb-metadata.json
2023-06-02 15:11:45,415 INFO    Thread-12 :14923 [dir_watcher.py:_on_file_created():278] file/dir created: /Users/atawua/Desktop/Data Science/GitHub/mlops-zoomcamp/cohorts/2023/02-experiment-tracking/homework-wandb/wandb/run-20230602_151143-lpty62ok/files/wandb-summary.json
2023-06-02 15:11:45,415 INFO    Thread-12 :14923 [dir_watcher.py:_on_file_created():278] file/dir created: /Users/atawua/Desktop/Data Science/GitHub/mlops-zoomcamp/cohorts/2023/02-experiment-tracking/homework-wandb/wandb/run-20230602_151143-lpty62ok/files/requirements.txt
2023-06-02 15:11:45,654 DEBUG   SenderThread:14923 [sender.py:send():375] send: use_artifact
2023-06-02 15:11:46,420 INFO    Thread-12 :14923 [dir_watcher.py:_on_file_created():278] file/dir created: /Users/atawua/Desktop/Data Science/GitHub/mlops-zoomcamp/cohorts/2023/02-experiment-tracking/homework-wandb/wandb/run-20230602_151143-lpty62ok/files/output.log
2023-06-02 15:11:47,934 DEBUG   HandlerThread:14923 [handler.py:handle_request():144] handle_request: partial_history
2023-06-02 15:11:47,935 DEBUG   SenderThread:14923 [sender.py:send():375] send: history
2023-06-02 15:11:47,935 DEBUG   SenderThread:14923 [sender.py:send_request():402] send_request: summary_record
2023-06-02 15:11:47,936 INFO    SenderThread:14923 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-06-02 15:11:48,263 DEBUG   HandlerThread:14923 [handler.py:handle_request():144] handle_request: log_artifact
2023-06-02 15:11:48,263 DEBUG   SenderThread:14923 [sender.py:send_request():402] send_request: log_artifact
2023-06-02 15:11:48,430 INFO    Thread-12 :14923 [dir_watcher.py:_on_file_modified():295] file/dir modified: /Users/atawua/Desktop/Data Science/GitHub/mlops-zoomcamp/cohorts/2023/02-experiment-tracking/homework-wandb/wandb/run-20230602_151143-lpty62ok/files/output.log
2023-06-02 15:11:48,430 INFO    Thread-12 :14923 [dir_watcher.py:_on_file_modified():295] file/dir modified: /Users/atawua/Desktop/Data Science/GitHub/mlops-zoomcamp/cohorts/2023/02-experiment-tracking/homework-wandb/wandb/run-20230602_151143-lpty62ok/files/wandb-summary.json
2023-06-02 15:11:49,272 DEBUG   HandlerThread:14923 [handler.py:handle_request():144] handle_request: poll_exit
2023-06-02 15:11:51,050 INFO    wandb-upload_0:14923 [upload_job.py:push():95] Uploaded file /Users/atawua/Library/Application Support/wandb/artifacts/staging/tmpu2nffrfr
2023-06-02 15:11:51,956 INFO    SenderThread:14923 [sender.py:send_request_log_artifact():1438] logged artifact lpty62ok-model - {'id': 'QXJ0aWZhY3Q6NDc1MjAzMzkw', 'digest': '18641f9cada0f3bcdee8023b139c4c84', 'state': 'PENDING', 'aliases': [], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjczNzMyNDIw', 'latestArtifact': None}, 'version': 'latest'}
2023-06-02 15:11:51,956 DEBUG   SenderThread:14923 [sender.py:send():375] send: telemetry
2023-06-02 15:11:51,957 DEBUG   SenderThread:14923 [sender.py:send():375] send: exit
2023-06-02 15:11:51,957 INFO    SenderThread:14923 [sender.py:send_exit():598] handling exit code: 0
2023-06-02 15:11:51,957 INFO    SenderThread:14923 [sender.py:send_exit():600] handling runtime: 3
2023-06-02 15:11:51,957 DEBUG   HandlerThread:14923 [handler.py:handle_request():144] handle_request: status_report
2023-06-02 15:11:51,960 INFO    SenderThread:14923 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-06-02 15:11:51,960 INFO    SenderThread:14923 [sender.py:send_exit():606] send defer
2023-06-02 15:11:51,960 DEBUG   SenderThread:14923 [sender.py:send_request():402] send_request: poll_exit
2023-06-02 15:11:51,961 DEBUG   HandlerThread:14923 [handler.py:handle_request():144] handle_request: defer
2023-06-02 15:11:51,961 INFO    HandlerThread:14923 [handler.py:handle_request_defer():170] handle defer: 0
2023-06-02 15:11:51,961 DEBUG   SenderThread:14923 [sender.py:send_request():402] send_request: defer
2023-06-02 15:11:51,961 INFO    SenderThread:14923 [sender.py:send_request_defer():622] handle sender defer: 0
2023-06-02 15:11:51,961 INFO    SenderThread:14923 [sender.py:transition_state():626] send defer: 1
2023-06-02 15:11:51,961 DEBUG   HandlerThread:14923 [handler.py:handle_request():144] handle_request: defer
2023-06-02 15:11:51,961 INFO    HandlerThread:14923 [handler.py:handle_request_defer():170] handle defer: 1
2023-06-02 15:11:51,961 DEBUG   SenderThread:14923 [sender.py:send_request():402] send_request: defer
2023-06-02 15:11:51,961 INFO    SenderThread:14923 [sender.py:send_request_defer():622] handle sender defer: 1
2023-06-02 15:11:51,961 INFO    SenderThread:14923 [sender.py:transition_state():626] send defer: 2
2023-06-02 15:11:51,962 DEBUG   HandlerThread:14923 [handler.py:handle_request():144] handle_request: defer
2023-06-02 15:11:51,962 INFO    HandlerThread:14923 [handler.py:handle_request_defer():170] handle defer: 2
2023-06-02 15:11:51,962 INFO    HandlerThread:14923 [system_monitor.py:finish():190] Stopping system monitor
2023-06-02 15:11:51,962 DEBUG   SystemMonitor:14923 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2023-06-02 15:11:51,962 DEBUG   SystemMonitor:14923 [system_monitor.py:_start():166] Finished system metrics aggregation loop
2023-06-02 15:11:51,962 DEBUG   SystemMonitor:14923 [system_monitor.py:_start():170] Publishing last batch of metrics
2023-06-02 15:11:51,962 INFO    HandlerThread:14923 [interfaces.py:finish():202] Joined cpu monitor
2023-06-02 15:11:51,962 INFO    HandlerThread:14923 [interfaces.py:finish():202] Joined disk monitor
2023-06-02 15:11:51,963 INFO    HandlerThread:14923 [interfaces.py:finish():202] Joined gpuapple monitor
2023-06-02 15:11:51,963 INFO    HandlerThread:14923 [interfaces.py:finish():202] Joined memory monitor
2023-06-02 15:11:51,963 INFO    HandlerThread:14923 [interfaces.py:finish():202] Joined network monitor
2023-06-02 15:11:51,963 DEBUG   SenderThread:14923 [sender.py:send_request():402] send_request: defer
2023-06-02 15:11:51,963 INFO    SenderThread:14923 [sender.py:send_request_defer():622] handle sender defer: 2
2023-06-02 15:11:51,963 INFO    SenderThread:14923 [sender.py:transition_state():626] send defer: 3
2023-06-02 15:11:51,963 DEBUG   SenderThread:14923 [sender.py:send():375] send: telemetry
2023-06-02 15:11:51,963 DEBUG   HandlerThread:14923 [handler.py:handle_request():144] handle_request: defer
2023-06-02 15:11:51,963 INFO    HandlerThread:14923 [handler.py:handle_request_defer():170] handle defer: 3
2023-06-02 15:11:51,964 DEBUG   SenderThread:14923 [sender.py:send_request():402] send_request: defer
2023-06-02 15:11:51,964 INFO    SenderThread:14923 [sender.py:send_request_defer():622] handle sender defer: 3
2023-06-02 15:11:51,964 INFO    SenderThread:14923 [sender.py:transition_state():626] send defer: 4
2023-06-02 15:11:51,964 DEBUG   HandlerThread:14923 [handler.py:handle_request():144] handle_request: defer
2023-06-02 15:11:51,964 INFO    HandlerThread:14923 [handler.py:handle_request_defer():170] handle defer: 4
2023-06-02 15:11:51,964 DEBUG   SenderThread:14923 [sender.py:send_request():402] send_request: defer
2023-06-02 15:11:51,964 INFO    SenderThread:14923 [sender.py:send_request_defer():622] handle sender defer: 4
2023-06-02 15:11:51,964 INFO    SenderThread:14923 [sender.py:transition_state():626] send defer: 5
2023-06-02 15:11:51,964 DEBUG   HandlerThread:14923 [handler.py:handle_request():144] handle_request: defer
2023-06-02 15:11:51,964 INFO    HandlerThread:14923 [handler.py:handle_request_defer():170] handle defer: 5
2023-06-02 15:11:51,964 DEBUG   SenderThread:14923 [sender.py:send():375] send: summary
2023-06-02 15:11:51,966 INFO    SenderThread:14923 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-06-02 15:11:51,966 DEBUG   SenderThread:14923 [sender.py:send_request():402] send_request: defer
2023-06-02 15:11:51,966 INFO    SenderThread:14923 [sender.py:send_request_defer():622] handle sender defer: 5
2023-06-02 15:11:51,966 INFO    SenderThread:14923 [sender.py:transition_state():626] send defer: 6
2023-06-02 15:11:51,966 DEBUG   HandlerThread:14923 [handler.py:handle_request():144] handle_request: defer
2023-06-02 15:11:51,966 INFO    HandlerThread:14923 [handler.py:handle_request_defer():170] handle defer: 6
2023-06-02 15:11:51,966 DEBUG   SenderThread:14923 [sender.py:send_request():402] send_request: defer
2023-06-02 15:11:51,966 INFO    SenderThread:14923 [sender.py:send_request_defer():622] handle sender defer: 6
2023-06-02 15:11:51,970 DEBUG   HandlerThread:14923 [handler.py:handle_request():144] handle_request: status_report
2023-06-02 15:11:52,169 INFO    SenderThread:14923 [sender.py:transition_state():626] send defer: 7
2023-06-02 15:11:52,169 DEBUG   HandlerThread:14923 [handler.py:handle_request():144] handle_request: defer
2023-06-02 15:11:52,169 INFO    HandlerThread:14923 [handler.py:handle_request_defer():170] handle defer: 7
2023-06-02 15:11:52,169 DEBUG   SenderThread:14923 [sender.py:send_request():402] send_request: defer
2023-06-02 15:11:52,169 INFO    SenderThread:14923 [sender.py:send_request_defer():622] handle sender defer: 7
2023-06-02 15:11:52,247 INFO    SenderThread:14923 [sender.py:transition_state():626] send defer: 8
2023-06-02 15:11:52,248 DEBUG   HandlerThread:14923 [handler.py:handle_request():144] handle_request: defer
2023-06-02 15:11:52,248 INFO    HandlerThread:14923 [handler.py:handle_request_defer():170] handle defer: 8
2023-06-02 15:11:52,248 DEBUG   SenderThread:14923 [sender.py:send_request():402] send_request: defer
2023-06-02 15:11:52,248 INFO    SenderThread:14923 [sender.py:send_request_defer():622] handle sender defer: 8
2023-06-02 15:11:52,248 INFO    SenderThread:14923 [sender.py:transition_state():626] send defer: 9
2023-06-02 15:11:52,248 DEBUG   HandlerThread:14923 [handler.py:handle_request():144] handle_request: defer
2023-06-02 15:11:52,248 INFO    HandlerThread:14923 [handler.py:handle_request_defer():170] handle defer: 9
2023-06-02 15:11:52,248 DEBUG   SenderThread:14923 [sender.py:send_request():402] send_request: defer
2023-06-02 15:11:52,248 INFO    SenderThread:14923 [sender.py:send_request_defer():622] handle sender defer: 9
2023-06-02 15:11:52,249 INFO    SenderThread:14923 [dir_watcher.py:finish():365] shutting down directory watcher
2023-06-02 15:11:52,447 INFO    SenderThread:14923 [dir_watcher.py:_on_file_modified():295] file/dir modified: /Users/atawua/Desktop/Data Science/GitHub/mlops-zoomcamp/cohorts/2023/02-experiment-tracking/homework-wandb/wandb/run-20230602_151143-lpty62ok/files/output.log
2023-06-02 15:11:52,447 INFO    SenderThread:14923 [dir_watcher.py:_on_file_modified():295] file/dir modified: /Users/atawua/Desktop/Data Science/GitHub/mlops-zoomcamp/cohorts/2023/02-experiment-tracking/homework-wandb/wandb/run-20230602_151143-lpty62ok/files/wandb-summary.json
2023-06-02 15:11:52,447 INFO    SenderThread:14923 [dir_watcher.py:_on_file_modified():295] file/dir modified: /Users/atawua/Desktop/Data Science/GitHub/mlops-zoomcamp/cohorts/2023/02-experiment-tracking/homework-wandb/wandb/run-20230602_151143-lpty62ok/files/config.yaml
2023-06-02 15:11:52,448 INFO    SenderThread:14923 [dir_watcher.py:finish():395] scan: /Users/atawua/Desktop/Data Science/GitHub/mlops-zoomcamp/cohorts/2023/02-experiment-tracking/homework-wandb/wandb/run-20230602_151143-lpty62ok/files
2023-06-02 15:11:52,448 INFO    SenderThread:14923 [dir_watcher.py:finish():409] scan save: /Users/atawua/Desktop/Data Science/GitHub/mlops-zoomcamp/cohorts/2023/02-experiment-tracking/homework-wandb/wandb/run-20230602_151143-lpty62ok/files/requirements.txt requirements.txt
2023-06-02 15:11:52,448 INFO    SenderThread:14923 [dir_watcher.py:finish():409] scan save: /Users/atawua/Desktop/Data Science/GitHub/mlops-zoomcamp/cohorts/2023/02-experiment-tracking/homework-wandb/wandb/run-20230602_151143-lpty62ok/files/output.log output.log
2023-06-02 15:11:52,451 INFO    SenderThread:14923 [dir_watcher.py:finish():409] scan save: /Users/atawua/Desktop/Data Science/GitHub/mlops-zoomcamp/cohorts/2023/02-experiment-tracking/homework-wandb/wandb/run-20230602_151143-lpty62ok/files/config.yaml config.yaml
2023-06-02 15:11:52,454 INFO    SenderThread:14923 [dir_watcher.py:finish():409] scan save: /Users/atawua/Desktop/Data Science/GitHub/mlops-zoomcamp/cohorts/2023/02-experiment-tracking/homework-wandb/wandb/run-20230602_151143-lpty62ok/files/wandb-summary.json wandb-summary.json
2023-06-02 15:11:52,454 INFO    SenderThread:14923 [dir_watcher.py:finish():409] scan save: /Users/atawua/Desktop/Data Science/GitHub/mlops-zoomcamp/cohorts/2023/02-experiment-tracking/homework-wandb/wandb/run-20230602_151143-lpty62ok/files/wandb-metadata.json wandb-metadata.json
2023-06-02 15:11:52,457 INFO    SenderThread:14923 [sender.py:transition_state():626] send defer: 10
2023-06-02 15:11:52,458 DEBUG   HandlerThread:14923 [handler.py:handle_request():144] handle_request: defer
2023-06-02 15:11:52,461 INFO    HandlerThread:14923 [handler.py:handle_request_defer():170] handle defer: 10
2023-06-02 15:11:52,461 DEBUG   SenderThread:14923 [sender.py:send_request():402] send_request: defer
2023-06-02 15:11:52,461 INFO    SenderThread:14923 [sender.py:send_request_defer():622] handle sender defer: 10
2023-06-02 15:11:52,462 INFO    SenderThread:14923 [file_pusher.py:finish():167] shutting down file pusher
2023-06-02 15:11:52,949 INFO    wandb-upload_0:14923 [upload_job.py:push():137] Uploaded file /Users/atawua/Desktop/Data Science/GitHub/mlops-zoomcamp/cohorts/2023/02-experiment-tracking/homework-wandb/wandb/run-20230602_151143-lpty62ok/files/requirements.txt
2023-06-02 15:11:53,067 INFO    wandb-upload_1:14923 [upload_job.py:push():137] Uploaded file /Users/atawua/Desktop/Data Science/GitHub/mlops-zoomcamp/cohorts/2023/02-experiment-tracking/homework-wandb/wandb/run-20230602_151143-lpty62ok/files/output.log
2023-06-02 15:11:53,192 INFO    wandb-upload_2:14923 [upload_job.py:push():137] Uploaded file /Users/atawua/Desktop/Data Science/GitHub/mlops-zoomcamp/cohorts/2023/02-experiment-tracking/homework-wandb/wandb/run-20230602_151143-lpty62ok/files/config.yaml
2023-06-02 15:11:53,210 INFO    wandb-upload_3:14923 [upload_job.py:push():137] Uploaded file /Users/atawua/Desktop/Data Science/GitHub/mlops-zoomcamp/cohorts/2023/02-experiment-tracking/homework-wandb/wandb/run-20230602_151143-lpty62ok/files/wandb-summary.json
2023-06-02 15:11:53,411 INFO    Thread-11 :14923 [sender.py:transition_state():626] send defer: 11
2023-06-02 15:11:53,412 DEBUG   HandlerThread:14923 [handler.py:handle_request():144] handle_request: defer
2023-06-02 15:11:53,412 INFO    HandlerThread:14923 [handler.py:handle_request_defer():170] handle defer: 11
2023-06-02 15:11:53,413 DEBUG   SenderThread:14923 [sender.py:send_request():402] send_request: defer
2023-06-02 15:11:53,413 INFO    SenderThread:14923 [sender.py:send_request_defer():622] handle sender defer: 11
2023-06-02 15:11:53,413 INFO    SenderThread:14923 [file_pusher.py:join():172] waiting for file pusher
2023-06-02 15:11:53,413 INFO    SenderThread:14923 [sender.py:transition_state():626] send defer: 12
2023-06-02 15:11:53,413 DEBUG   HandlerThread:14923 [handler.py:handle_request():144] handle_request: defer
2023-06-02 15:11:53,413 INFO    HandlerThread:14923 [handler.py:handle_request_defer():170] handle defer: 12
2023-06-02 15:11:53,413 DEBUG   SenderThread:14923 [sender.py:send_request():402] send_request: defer
2023-06-02 15:11:53,413 INFO    SenderThread:14923 [sender.py:send_request_defer():622] handle sender defer: 12
2023-06-02 15:11:53,629 INFO    SenderThread:14923 [sender.py:transition_state():626] send defer: 13
2023-06-02 15:11:53,630 DEBUG   HandlerThread:14923 [handler.py:handle_request():144] handle_request: defer
2023-06-02 15:11:53,630 INFO    HandlerThread:14923 [handler.py:handle_request_defer():170] handle defer: 13
2023-06-02 15:11:53,630 DEBUG   SenderThread:14923 [sender.py:send_request():402] send_request: defer
2023-06-02 15:11:53,630 INFO    SenderThread:14923 [sender.py:send_request_defer():622] handle sender defer: 13
2023-06-02 15:11:53,630 INFO    SenderThread:14923 [sender.py:transition_state():626] send defer: 14
2023-06-02 15:11:53,631 DEBUG   HandlerThread:14923 [handler.py:handle_request():144] handle_request: defer
2023-06-02 15:11:53,631 INFO    HandlerThread:14923 [handler.py:handle_request_defer():170] handle defer: 14
2023-06-02 15:11:53,631 DEBUG   SenderThread:14923 [sender.py:send():375] send: final
2023-06-02 15:11:53,631 DEBUG   SenderThread:14923 [sender.py:send():375] send: footer
2023-06-02 15:11:53,631 DEBUG   SenderThread:14923 [sender.py:send_request():402] send_request: defer
2023-06-02 15:11:53,631 INFO    SenderThread:14923 [sender.py:send_request_defer():622] handle sender defer: 14
2023-06-02 15:11:53,633 DEBUG   HandlerThread:14923 [handler.py:handle_request():144] handle_request: poll_exit
2023-06-02 15:11:53,633 DEBUG   HandlerThread:14923 [handler.py:handle_request():144] handle_request: server_info
2023-06-02 15:11:53,633 DEBUG   HandlerThread:14923 [handler.py:handle_request():144] handle_request: get_summary
2023-06-02 15:11:53,633 DEBUG   HandlerThread:14923 [handler.py:handle_request():144] handle_request: sampled_history
2023-06-02 15:11:53,634 DEBUG   SenderThread:14923 [sender.py:send_request():402] send_request: poll_exit
2023-06-02 15:11:53,634 DEBUG   SenderThread:14923 [sender.py:send_request():402] send_request: server_info
2023-06-02 15:11:53,814 DEBUG   HandlerThread:14923 [handler.py:handle_request():144] handle_request: shutdown
2023-06-02 15:11:53,814 INFO    HandlerThread:14923 [handler.py:finish():842] shutting down handler
2023-06-02 15:11:54,639 INFO    WriterThread:14923 [datastore.py:close():298] close: /Users/atawua/Desktop/Data Science/GitHub/mlops-zoomcamp/cohorts/2023/02-experiment-tracking/homework-wandb/wandb/run-20230602_151143-lpty62ok/run-lpty62ok.wandb
2023-06-02 15:11:54,816 INFO    SenderThread:14923 [sender.py:finish():1550] shutting down sender
2023-06-02 15:11:54,816 INFO    SenderThread:14923 [file_pusher.py:finish():167] shutting down file pusher
2023-06-02 15:11:54,816 INFO    SenderThread:14923 [file_pusher.py:join():172] waiting for file pusher
